true_label,BLL,FSRQ
BLL,0.991251552477479,0.008748447522521019
BLL,0.17825984954833984,0.8217401504516602
BLL,0.9033380597829819,0.09666194021701813
BLL,0.7475264668464661,0.25247353315353394
BLL,0.9986308792140335,0.0013691207859665155
BLL,0.8454611450433731,0.1545388549566269
FSRQ,0.16192948818206787,0.8380705118179321
BLL,0.8450796455144882,0.15492035448551178
BLL,0.9920290922746062,0.007970907725393772
FSRQ,0.0889539122581482,0.9110460877418518
FSRQ,0.17360252141952515,0.8263974785804749
FSRQ,0.03251028060913086,0.9674897193908691
BLL,0.7357974946498871,0.2642025053501129
BLL,0.989987469278276,0.010012530721724033
BLL,0.9991316070081666,0.0008683929918333888
BLL,0.7041964530944824,0.2958035469055176
BLL,0.7397726774215698,0.2602273225784302
FSRQ,0.05748802423477173,0.9425119757652283
BLL,0.9151113107800484,0.08488868921995163
BLL,0.9524021446704865,0.04759785532951355
FSRQ,0.4020155072212219,0.5979844927787781
BLL,0.8655778169631958,0.1344221830368042
BLL,0.9688373152166605,0.0311626847833395
FSRQ,0.06517064571380615,0.9348293542861938
FSRQ,0.20903915166854858,0.7909608483314514
BLL,0.6971624195575714,0.3028375804424286
BLL,0.918429784476757,0.08157021552324295
BLL,0.4651232361793518,0.5348767638206482
BLL,0.9646742828190327,0.03532571718096733
BLL,0.9934611041098833,0.006538895890116692
BLL,0.7815747410058975,0.21842525899410248
BLL,0.6423415243625641,0.3576584756374359
BLL,0.904578261077404,0.09542173892259598
FSRQ,0.08718502521514893,0.9128149747848511
FSRQ,0.018300533294677734,0.9816994667053223
BLL,0.9489622935652733,0.051037706434726715
BLL,0.987045468762517,0.012954531237483025
BLL,0.942502573132515,0.057497426867485046
BLL,0.778923824429512,0.22107617557048798
FSRQ,0.022565126419067383,0.9774348735809326
FSRQ,0.026960313320159912,0.9730396866798401
FSRQ,0.0286484956741333,0.9713515043258667
BLL,0.9280022382736206,0.0719977617263794
FSRQ,0.1059497594833374,0.8940502405166626
BLL,0.9978777458891273,0.0021222541108727455
BLL,0.6146186590194702,0.3853813409805298
BLL,0.951470285654068,0.04852971434593201
FSRQ,0.0712895393371582,0.9287104606628418
FSRQ,0.03208661079406738,0.9679133892059326
FSRQ,0.007638752460479736,0.9923612475395203
BLL,0.9375306591391563,0.06246934086084366
BLL,0.5840998888015747,0.4159001111984253
BLL,0.9332249909639359,0.06677500903606415
BLL,0.8597819954156876,0.14021800458431244
BLL,0.9916406255215406,0.008359374478459358
BLL,0.8896815404295921,0.11031845957040787
BLL,0.9640934877097607,0.035906512290239334
BLL,0.890812948346138,0.109187051653862
FSRQ,0.17347460985183716,0.8265253901481628
FSRQ,0.8400577008724213,0.15994229912757874
FSRQ,0.0080643892288208,0.9919356107711792
FSRQ,0.08171689510345459,0.9182831048965454
BLL,0.6029528081417084,0.3970471918582916
BLL,0.9850545786321163,0.014945421367883682
BLL,0.8778128102421761,0.12218718975782394
BLL,0.807325080037117,0.192674919962883
BLL,0.6525129675865173,0.34748703241348267
FSRQ,0.7512646913528442,0.24873530864715576
FSRQ,0.04031109809875488,0.9596889019012451
BLL,0.928498663008213,0.07150133699178696
BLL,0.8791333436965942,0.12086665630340576
BLL,0.8998885154724121,0.10011148452758789
BLL,0.899415597319603,0.10058440268039703
FSRQ,0.09464472532272339,0.9053552746772766
BLL,0.971421429887414,0.02857857011258602
FSRQ,0.27386051416397095,0.726139485836029
FSRQ,0.17351704835891724,0.8264829516410828
BLL,0.933655671775341,0.06634432822465897
BLL,0.9944899785332382,0.0055100214667618275
FSRQ,0.035806238651275635,0.9641937613487244
FSRQ,0.23793292045593262,0.7620670795440674
BLL,0.9775442443788052,0.02245575562119484
BLL,0.8905963972210884,0.10940360277891159
FSRQ,0.08239281177520752,0.9176071882247925
BLL,0.9994202147936448,0.0005797852063551545
